,word,prob_change,category,eID,rank
100,sustain,2.3007454728940502e-05,sem_syn,16.0,5.0
101,linger,2.2963693481869996e-05,semR_syn,16.0,6.0
102,retain,0.5968976616859436,verbatim_repeat,17.0,1.0
103,maintain,0.04156194627285004,sem_syn,17.0,2.0
104,hold,0.03145023435354233,sem_syn,17.0,3.0
105,keep,0.017815593630075455,sem_syn,17.0,4.0
106,retained,0.015036736615002155,sem_synF,17.0,5.0
107,remain,0.009521973319351673,semF_syn,17.0,6.0
108,reaches,0.811101496219635,verbatim_repeat,18.0,1.0
109,",",0.011490531265735626,semF_syn,18.0,2.0
110,leaves,0.007844300009310246,semF_syn,18.0,3.0
111,approaches,0.0071070073172450066,sem_syn,18.0,4.0
112,.,0.006503649987280369,semF_synF,18.0,5.0
113,;,0.006098452489823103,semF_synF,18.0,6.0
114,make,0.8209494352340698,verbatim_repeat,19.0,1.0
115,makes,0.028190961107611656,sem_synF,19.0,2.0
116,made,0.01057855412364006,sem_synF,19.0,3.0
117,place,0.00365647510625422,semF_syn,19.0,4.0
118,put,0.0032499218359589577,semF_syn,19.0,5.0
119,give,0.0019337644334882498,semF_syn,19.0,6.0
120,forms,0.8165512084960938,verbatim_repeat,20.0,1.0
121,form,0.05013231188058853,sem_synF,20.0,2.0
122,becomes,0.00786425918340683,sem_syn,20.0,3.0
123,constitutes,0.001381130306981504,sem_syn,20.0,4.0
124,#forms,0.0011786919785663486,sem_synF,20.0,5.0
125,forming,0.0010795366251841187,sem_synF,20.0,6.0
126,indicates,0.8983805775642395,verbatim_repeat,21.0,1.0
127,represents,0.011507788673043251,sem_syn,21.0,2.0
128,reflects,0.009625268168747425,sem_syn,21.0,3.0
129,shows,0.008566273376345634,sem_syn,21.0,4.0
130,signifies,0.008043463341891766,sem_syn,21.0,5.0
131,suggests,0.006143820006400347,sem_syn,21.0,6.0
132,allows,0.8773988485336304,verbatim_repeat,22.0,1.0
133,enables,0.02035290002822876,sem_syn,22.0,2.0
134,allow,0.00630685081705451,sem_synF,22.0,3.0
135,permits,0.005080838687717915,sem_syn,22.0,4.0
136,gives,0.004990577697753906,semF_syn,22.0,5.0
137,facilitates,0.004498796537518501,sem_syn,22.0,6.0
138,cause,0.993558406829834,verbatim_repeat,23.0,1.0
139,causes,0.0015943519538268447,sem_synF,23.0,2.0
140,#cause,0.00015146170335356146,sem_synF,23.0,3.0
141,Cause,0.00010110992297995836,sem_synF,23.0,4.0
142,#Cause,2.6188534320681356e-05,sem_synF,23.0,5.0
143,causation,2.445513246129849e-06,sem_synF,23.0,6.0
144,indicate,0.91103196144104,verbatim_repeat,24.0,1.0
145,indicates,0.025941507890820503,sem_synF,24.0,2.0
146,indicated,0.018565593287348747,sem_synF,24.0,3.0
147,suggest,0.006270453333854675,sem_syn,24.0,4.0
148,indicating,0.0011940852273255587,sem_synF,24.0,5.0
149,imply,0.0007874620496295393,sem_syn,24.0,6.0
150,reach,0.8886000514030457,verbatim_repeat,25.0,1.0
151,reached,0.013668281957507133,sem_synF,25.0,2.0
152,approach,0.003619235707446933,sem_syn,25.0,3.0
153,reaches,0.002838470973074436,sem_synF,25.0,4.0
154,reaching,0.0018382437992841005,sem_synF,25.0,5.0
155,hit,0.0014394109603017569,semF_syn,25.0,6.0
156,contain,0.9807383418083191,verbatim_repeat,26.0,1.0
157,contains,0.002043776446953416,sem_synF,26.0,2.0
158,containing,0.0004064343520440161,sem_synF,26.0,3.0
159,reflects,0.9335787892341614,verbatim_repeat,27.0,1.0
160,reflecting,0.0005399785586632788,sem_synF,27.0,2.0
161,#reflect,0.00013493957521859556,sem_synF,27.0,3.0
162,Reflect,2.3139280074246926e-06,sem_synF,27.0,4.0
163,reflective,2.2155754777486436e-06,sem_synF,27.0,5.0
164,#notes,2.098576032949495e-06,semF_synF,27.0,6.0
165,constitute,0.9734617471694946,verbatim_repeat,29.0,1.0
166,constitutes,0.013531922362744808,sem_synF,29.0,2.0
167,comprise,0.0056809247471392155,sem_syn,29.0,3.0
168,constituted,0.005333273205906153,sem_synF,29.0,4.0
169,comprises,1.4868772268528119e-05,sem_synF,29.0,5.0
170,"],",1.2029177014483139e-05,semF_synF,29.0,6.0
171,possess,0.4652915298938751,verbatim_repeat,30.0,1.0
172,have,0.051838211715221405,sem_syn,30.0,2.0
173,possessed,0.040664080530405045,sem_synF,30.0,3.0
174,possesses,0.010909665375947952,sem_synF,30.0,4.0
175,#have,0.010521238669753075,sem_synF,30.0,5.0
176,.,0.009391555562615395,semF_synF,30.0,6.0
177,represent,0.9961403608322144,verbatim_repeat,31.0,1.0
178,represents,0.0008290844853036106,sem_synF,31.0,2.0
179,#represent,0.0005696376319974661,sem_synF,31.0,3.0
180,represented,0.0001636046072235331,sem_synF,31.0,4.0
181,symbol,1.4133182048681192e-05,sem_synF,31.0,5.0
182,representation,1.3990558727527969e-05,sem_synF,31.0,6.0
183,shows,0.9398826956748962,verbatim_repeat,32.0,1.0
184,also,0.0016012329142540693,semF_synF,32.0,2.0
185,#shows,0.0005043164710514247,sem_synF,32.0,3.0
186,Shows,0.00025978474877774715,sem_synF,32.0,4.0
187,shown,0.0001700312423054129,sem_synF,32.0,5.0
188,exhibits,0.00013481096539180726,sem_syn,32.0,6.0
189,requires,0.9236734509468079,verbatim_repeat,33.0,1.0
190,must,0.00701115932315588,semF_synF,33.0,2.0
191,is,0.006776621099561453,semF_syn,33.0,3.0
192,required,0.005014587659388781,sem_synF,33.0,4.0
193,require,0.004080440383404493,sem_synF,33.0,5.0
194,involves,0.0034563695080578327,sem_syn,33.0,6.0
195,becomes,0.9139236211776733,verbatim_repeat,34.0,1.0
196,become,0.009665393270552158,sem_synF,34.0,2.0
197,gets,0.004350227769464254,sem_syn,34.0,3.0
198,is,0.004347852431237698,semR_syn,34.0,4.0
199,became,0.0025428617373108864,sem_synF,34.0,5.0
200,loses,0.0016974625177681446,semF_syn,34.0,6.0
201,obtained,0.47303506731987,verbatim_repeat,35.0,1.0
202,from,0.02395550347864628,semF_synF,35.0,2.0
203,revealed,0.008781478740274906,sem_syn,35.0,3.0
204,provided,0.0069427285343408585,sem_syn,35.0,4.0
205,found,0.005918160080909729,sem_syn,35.0,5.0
206,published,0.00454340036958456,sem_syn,35.0,6.0
207,were,0.3223154842853546,verbatim_repeat,36.0,1.0
208,had,0.0015369076281785965,semF_syn,36.0,2.0
209,weren,0.0010027331300079823,semR_syn,36.0,3.0
210,could,0.0009474374819546938,semF_syn,36.0,4.0
211,remained,0.0002669734531082213,sem_syn,36.0,5.0
212,existed,0.00022241758415475488,sem_syn,36.0,6.0
213,spec,0.7014114856719971,verbatim_repeat,37.0,1.0
214,suggests,0.013637532480061054,sem_syn,37.0,2.0
215,says,0.008608866482973099,sem_syn,37.0,3.0
216,asks,0.005109510384500027,semF_syn,37.0,4.0
217,suggested,0.004960034973919392,sem_synF,37.0,5.0
218,writes,0.004118161275982857,semR_syn,37.0,6.0
219,amounted,0.9969973564147949,verbatim_repeat,38.0,1.0
220,amount,0.001354592852294445,sem_synF,38.0,2.0
221,#amount,0.0007238919497467577,sem_synF,38.0,3.0
222,amounts,0.00043280579848214984,sem_synF,38.0,4.0
223,constituted,0.00015592313138768077,sem_syn,38.0,5.0
224,accounted,4.401698970468715e-05,sem_synF,38.0,6.0
225,gathered,0.5049464702606201,verbatim_repeat,39.0,1.0
226,gather,0.008992227725684643,sem_synF,39.0,2.0
227,assembled,0.004834004677832127,sem_syn,39.0,3.0
228,marched,0.003693727543577552,semF_syn,39.0,4.0
229,went,0.003386633936315775,upcoming_word,39.0,5.0
230,arrived,0.0028880583122372627,sem_syn,39.0,6.0
231,allowed,0.9411749839782715,verbatim_repeat,40.0,1.0
232,permitted,0.011920827440917492,sem_syn,40.0,2.0
233,enabled,0.005270652938634157,sem_syn,40.0,3.0
234,allows,0.004897191654890776,sem_synF,40.0,4.0
235,allow,0.0048260148614645,sem_synF,40.0,5.0
236,gave,0.004340840969234705,semF_syn,40.0,6.0
237,measured,0.20717589557170868,verbatim_repeat,41.0,1.0
238,was,0.16352619230747223,sem_syn,41.0,2.0
239,is,0.031152328476309776,sem_synF,41.0,3.0
240,stood,0.029032902792096138,semR_syn,41.0,4.0
241,had,0.023836057633161545,sem_syn,41.0,5.0
242,measures,0.022485356777906418,sem_synF,41.0,6.0
243,damaged,0.8143576979637146,verbatim_repeat,42.0,1.0
244,destroyed,0.022418493404984474,sem_syn,42.0,2.0
245,caused,0.008985096588730812,semF_syn,42.0,3.0
246,hurt,0.008218965493142605,semR_syn,42.0,4.0
247,damages,0.005708714015781879,sem_synF,42.0,5.0
248,injured,0.004218449350446463,semR_syn,42.0,6.0
249,intensified,0.4589950740337372,verbatim_repeat,43.0,1.0
250,escalated,0.07137811183929443,semR_syn,43.0,2.0
251,increased,0.040376901626586914,sem_syn,43.0,3.0
252,worsened,0.036091845482587814,sem_syn,43.0,4.0
253,continued,0.01044897548854351,semR_syn,43.0,5.0
254,became,0.009109258651733398,semF_syn,43.0,6.0
255,carried,0.9521586298942566,verbatim_repeat,44.0,1.0
256,carry,0.00130171375349164,sem_synF,44.0,2.0
257,.,0.00037422755849547684,semF_synF,44.0,3.0
258,borne,0.0003626972029451281,semF_syn,44.0,4.0
259,carries,0.00014543236466124654,sem_synF,44.0,5.0
260,carrying,0.00013911873975303024,sem_synF,44.0,6.0
261,used,0.9249224066734314,verbatim_repeat,45.0,1.0
262,utilized,0.002329855924472213,sem_syn,45.0,2.0
263,employed,0.0010726302862167358,sem_syn,45.0,3.0
264,cited,0.000966968946158886,semR_syn,45.0,4.0
265,abused,0.0006536544533446431,semF_syn,45.0,5.0
266,frequently,0.0003120556939393282,semF_synF,45.0,6.0
267,#app,0.9895055294036865,verbatim_repeat,46.0,1.0
268,#apply,0.0003487596404738724,sem_synF,46.0,2.0
269,#ap,3.019990435859654e-05,sem_synF,46.0,3.0
270,#App,7.543281753896736e-06,sem_synF,46.0,4.0
271,reapp,6.513113476103172e-06,sem_synF,46.0,5.0
272,#apps,3.6312590054876637e-06,sem_synF,46.0,6.0
273,gain,0.7982897162437439,verbatim_repeat,47.0,1.0
274,become,0.02516927942633629,sem_synF,47.0,2.0
275,lose,0.009943494573235512,semF_syn,47.0,3.0
276,regain,0.0060838134959340096,semR_syn,47.0,4.0
277,win,0.00270133838057518,sem_syn,47.0,5.0
278,overcome,0.0016041162889450788,semF_syn,47.0,6.0
279,result,0.9485902786254883,verbatim_repeat,48.0,1.0
280,resulting,0.002712172456085682,sem_synF,48.0,2.0
281,results,0.002630396280437708,sem_synF,48.0,3.0
282,resulted,0.00042081897845491767,sem_synF,48.0,4.0
283,due,0.00035065499832853675,semF_syn,48.0,5.0
284,allow,2.0506384316831827e-05,upcoming_word,48.0,6.0
285,moved,0.5764241814613342,verbatim_repeat,49.0,1.0
286,approached,0.021500688046216965,sem_syn,49.0,2.0
287,progressed,0.009577970951795578,sem_syn,49.0,3.0
288,moves,0.008352754637598991,sem_synF,49.0,4.0
289,shifted,0.008226432837545872,sem_syn,49.0,5.0
290,proceeded,0.004129329230636358,sem_syn,49.0,6.0
291,published,0.8010852336883545,verbatim_repeat,50.0,1.0
292,#published,0.0017992322100326419,sem_synF,50.0,2.0
293,Published,3.0064953534747474e-05,sem_synF,50.0,3.0
294,publish,2.334297460038215e-05,sem_synF,50.0,4.0
295,",",2.1731430024374276e-05,semF_synF,50.0,5.0
296,reprinted,2.129569838871248e-05,semF_syn,50.0,6.0
297,targeted,0.7857027649879456,verbatim_repeat,51.0,1.0
298,attacked,0.03393346816301346,sem_syn,51.0,2.0
299,hit,0.016537239775061607,sem_syn,51.0,3.0
300,targets,0.0049222433008253574,sem_synF,51.0,4.0
301,target,0.003210649359971285,sem_synF,51.0,5.0
302,hijacked,0.002228582976385951,semR_syn,51.0,6.0
303,moved,0.7272871732711792,verbatim_repeat,52.0,1.0
304,move,0.0001258456613868475,sem_synF,52.0,2.0
305,moving,1.492957744630985e-05,sem_synF,52.0,3.0
306,mov,9.664382560004015e-06,sem_synF,52.0,4.0
307,#move,1.1204841712242342e-06,sem_synF,52.0,5.0
308,#m,5.236384481577261e-07,other,52.0,6.0
309,encouraged,0.9633468389511108,verbatim_repeat,53.0,1.0
310,enabled,0.002402620855718851,sem_syn,53.0,2.0
311,encourages,0.0014811522560194135,sem_synF,53.0,3.0
312,urged,0.0005062660202383995,sem_syn,53.0,4.0
313,permitted,0.00046152889262884855,semR_syn,53.0,5.0
314,promoted,0.0004343119799159467,sem_syn,53.0,6.0
315,broadcast,0.6402029991149902,verbatim_repeat,54.0,1.0
316,aired,0.034969743341207504,sem_syn,54.0,2.0
317,televised,0.018734918907284737,sem_syn,54.0,3.0
318,also,0.014709827490150928,semF_synF,54.0,4.0
319,taped,0.010437865741550922,semR_syn,54.0,5.0
320,streamed,0.006955065298825502,sem_syn,54.0,6.0
321,required,0.7316153049468994,verbatim_repeat,55.0,1.0
322,requires,0.07130450010299683,sem_synF,55.0,2.0
323,demanded,0.012005891650915146,sem_syn,55.0,3.0
324,needed,0.009682470932602882,sem_syn,55.0,4.0
325,depended,0.005514009390026331,sem_synF,55.0,5.0
326,require,0.0036918066907674074,sem_synF,55.0,6.0
327,#'s,0.039201393723487854,semF_syn,56.0,1.0
328,has,0.030164754018187523,sem_syn,56.0,2.0
329,is,0.029030872508883476,semF_syn,56.0,3.0
330,then,0.0212763212621212,semF_synF,56.0,4.0
331,also,0.014642362482845783,semF_synF,56.0,5.0
332,takes,0.014062132686376572,semF_syn,56.0,6.0
333,restricted,0.6581827402114868,verbatim_repeat,57.0,1.0
334,banned,0.040998976677656174,semR_syn,57.0,2.0
335,prohibited,0.04008790850639343,semR_syn,57.0,3.0
336,limited,0.030663954094052315,sem_syn,57.0,4.0
337,reduced,0.014847355894744396,sem_syn,57.0,5.0
338,allowed,0.012295795604586601,semF_syn,57.0,6.0
339,known,0.9589705467224121,verbatim_repeat,58.0,1.0
340,named,0.0030838281381875277,upcoming_word,58.0,2.0
341,unknown,0.0006708155851811171,semF_syn,58.0,3.0
342,referred,0.0005567814223468304,sem_synF,58.0,4.0
343,designated,0.0001741591258905828,sem_syn,58.0,5.0
344,nicknamed,0.00016761088045313954,sem_syn,58.0,6.0
345,started,0.9738476276397705,verbatim_repeat,59.0,1.0
346,starting,0.00021327022113837302,sem_synF,59.0,2.0
347,start,0.00010571182065177709,sem_synF,59.0,3.0
348,#started,1.912511834234465e-05,sem_synF,59.0,4.0
349,starts,8.036504368647002e-06,sem_synF,59.0,5.0
350,START,5.09189885633532e-06,sem_synF,59.0,6.0
